user_id,R,F,M,RFM_total,segment
117973406湖北省,999.0,0.0,6,10,潜力用户
117973406湖南省,999.0,0.0,2,8,新用户
117973406澳门特别行政区,999.0,0.0,4,9,新用户
117973406福建省,999.0,0.0,1,7,新用户
117973406西藏自治区,999.0,0.0,3,9,新用户
117973406贵州省,999.0,0.0,3,9,新用户
117973406辽宁省,999.0,0.0,1,7,新用户
117973406重庆市,999.0,0.0,2,8,新用户
117973406陕西省,999.0,0.0,6,10,潜力用户
117973406青海省,999.0,0.0,2,8,新用户
117973406香港特别行政区,999.0,0.0,7,10,潜力用户
117973406黑龙江省,5.0,1.0,9,15,高价值用户
118660140山东省,999.0,0.0,3,9,新用户
118660140广东省,999.0,0.0,1,7,新用户
118660140新疆维吾尔自治区,999.0,0.0,1,7,新用户
118660140河南省,999.0,0.0,1,7,新用户
118660140海南省,999.0,0.0,1,7,新用户
118660140贵州省,999.0,0.0,1,7,新用户
118660140辽宁省,999.0,0.0,1,7,新用户
118660140重庆市,999.0,0.0,1,7,新用户
118960775上海市,999.0,0.0,10,11,潜力用户
118960775云南省,999.0,0.0,9,11,潜力用户
118960775内蒙古自治区,999.0,0.0,5,10,潜力用户
118960775北京市,999.0,0.0,6,10,潜力用户
118960775台湾省,999.0,0.0,7,10,潜力用户
118960775吉林省,999.0,0.0,5,10,潜力用户
118960775四川省,999.0,0.0,7,10,潜力用户
118960775天津市,999.0,0.0,2,8,新用户
118960775宁夏回族自治区,999.0,0.0,6,10,潜力用户
118960775安徽省,999.0,0.0,3,9,新用户
118960775山东省,999.0,0.0,6,10,潜力用户
118960775山西省,999.0,0.0,6,10,潜力用户
118960775广东省,999.0,0.0,5,10,潜力用户
118960775广西壮族自治区,999.0,0.0,7,10,潜力用户
118960775新疆维吾尔自治区,999.0,0.0,3,9,新用户
118960775江苏省,999.0,0.0,5,10,潜力用户
118960775江西省,999.0,0.0,5,10,潜力用户
118960775河北省,999.0,0.0,4,9,新用户
118960775河南省,999.0,0.0,6,10,潜力用户
118960775浙江省,999.0,0.0,3,9,新用户
118960775海南省,999.0,0.0,7,10,潜力用户
118960775湖北省,999.0,0.0,5,10,潜力用户
118960775湖南省,999.0,0.0,3,9,新用户
118960775澳门特别行政区,999.0,0.0,6,10,潜力用户
118960775甘肃省,999.0,0.0,2,8,新用户
118960775福建省,28.0,1.0,11,15,高价值用户
118960775西藏自治区,15.0,1.0,11,15,高价值用户
118960775贵州省,999.0,0.0,5,10,潜力用户
118960775辽宁省,999.0,0.0,4,9,新用户
118960775重庆市,999.0,0.0,6,10,潜力用户
118960775陕西省,999.0,0.0,6,10,潜力用户
118960775青海省,999.0,0.0,2,8,新用户
118960775香港特别行政区,999.0,0.0,7,10,潜力用户
118960775黑龙江省,999.0,0.0,4,9,新用户
118986002上海市,999.0,0.0,3,9,新用户
118986002云南省,999.0,0.0,3,9,新用户
118986002内蒙古自治区,999.0,0.0,4,9,新用户
118986002北京市,999.0,0.0,8,11,潜力用户
118986002台湾省,999.0,0.0,7,10,潜力用户
118986002吉林省,999.0,0.0,9,11,潜力用户
118986002四川省,999.0,0.0,4,9,新用户
118986002天津市,999.0,0.0,6,10,潜力用户
118986002宁夏回族自治区,999.0,0.0,12,11,潜力用户
118986002安徽省,999.0,0.0,10,11,潜力用户
118986002山东省,999.0,0.0,12,11,潜力用户
118986002山西省,999.0,0.0,9,11,潜力用户
118986002广东省,999.0,0.0,11,11,潜力用户
118986002广西壮族自治区,999.0,0.0,8,11,潜力用户
118986002新疆维吾尔自治区,999.0,0.0,4,9,新用户
118986002江苏省,999.0,0.0,11,11,潜力用户
118986002江西省,999.0,0.0,13,11,潜力用户
118986002河北省,999.0,0.0,13,11,潜力用户
118986002河南省,6.0,1.0,10,15,高价值用户
118986002浙江省,999.0,0.0,4,9,新用户
118986002海南省,999.0,0.0,4,9,新用户
118986002湖北省,999.0,0.0,8,11,潜力用户
118986002湖南省,999.0,0.0,8,11,潜力用户
118986002澳门特别行政区,999.0,0.0,5,10,潜力用户
118986002甘肃省,999.0,0.0,2,8,新用户
118986002福建省,999.0,0.0,2,8,新用户
118986002西藏自治区,999.0,0.0,7,10,潜力用户
118986002贵州省,999.0,0.0,2,8,新用户
118986002辽宁省,999.0,0.0,13,11,潜力用户
118986002重庆市,999.0,0.0,5,10,潜力用户
118986002陕西省,999.0,0.0,5,10,潜力用户
118986002青海省,999.0,0.0,6,10,潜力用户
118986002香港特别行政区,999.0,0.0,6,10,潜力用户
118986002黑龙江省,999.0,0.0,12,11,潜力用户
11917811上海市,999.0,0.0,2,8,新用户
11917811云南省,999.0,0.0,2,8,新用户
11917811内蒙古自治区,999.0,0.0,2,8,新用户
11917811北京市,999.0,0.0,1,7,新用户
11917811台湾省,999.0,0.0,2,8,新用户
11917811吉林省,999.0,0.0,4,9,新用户
11917811四川省,999.0,0.0,5,10,潜力用户
11917811宁夏回族自治区,999.0,0.0,1,7,新用户
11917811安徽省,999.0,0.0,3,9,新用户
11917811山东省,999.0,0.0,4,9,新用户
11917811广东省,999.0,0.0,3,9,新用户
11917811江苏省,999.0,0.0,5,10,潜力用户
11917811江西省,999.0,0.0,2,8,新用户
11917811河北省,999.0,0.0,2,8,新用户
11917811河南省,999.0,0.0,2,8,新用户
11917811浙江省,999.0,0.0,2,8,新用户
11917811海南省,999.0,0.0,2,8,新用户
11917811湖北省,999.0,0.0,5,10,潜力用户
11917811湖南省,999.0,0.0,1,7,新用户
11917811澳门特别行政区,999.0,0.0,1,7,新用户
11917811甘肃省,999.0,0.0,2,8,新用户
11917811福建省,999.0,0.0,1,7,新用户
11917811西藏自治区,999.0,0.0,2,8,新用户
11917811辽宁省,999.0,0.0,1,7,新用户
11917811重庆市,999.0,0.0,2,8,新用户
11917811青海省,999.0,0.0,3,9,新用户
11917811香港特别行政区,999.0,0.0,1,7,新用户
11917811黑龙江省,999.0,0.0,3,9,新用户
119377973上海市,999.0,0.0,12,11,潜力用户
119377973云南省,999.0,0.0,10,11,潜力用户
119377973内蒙古自治区,999.0,0.0,8,11,潜力用户
119377973北京市,999.0,0.0,10,11,潜力用户
119377973台湾省,999.0,0.0,8,11,潜力用户
119377973吉林省,999.0,0.0,9,11,潜力用户
119377973四川省,999.0,0.0,11,11,潜力用户
119377973天津市,3.0,1.0,12,15,高价值用户
119377973宁夏回族自治区,999.0,0.0,10,11,潜力用户
119377973安徽省,999.0,0.0,5,10,潜力用户
119377973山东省,999.0,0.0,8,11,潜力用户
119377973山西省,999.0,0.0,14,11,潜力用户
119377973广东省,999.0,0.0,18,11,潜力用户
119377973广西壮族自治区,999.0,0.0,7,10,潜力用户
119377973新疆维吾尔自治区,999.0,0.0,6,10,潜力用户
119377973江苏省,999.0,0.0,15,11,潜力用户
119377973江西省,999.0,0.0,9,11,潜力用户
119377973河北省,999.0,0.0,9,11,潜力用户
119377973河南省,999.0,0.0,10,11,潜力用户
119377973浙江省,999.0,0.0,10,11,潜力用户
119377973海南省,999.0,0.0,6,10,潜力用户
119377973湖北省,999.0,0.0,11,11,潜力用户
119377973湖南省,999.0,0.0,8,11,潜力用户
119377973澳门特别行政区,999.0,0.0,6,10,潜力用户
119377973甘肃省,999.0,0.0,11,11,潜力用户
119377973福建省,29.0,1.0,14,15,高价值用户
119377973西藏自治区,999.0,0.0,8,11,潜力用户
119377973贵州省,999.0,0.0,8,11,潜力用户
119377973辽宁省,999.0,0.0,8,11,潜力用户
119377973重庆市,999.0,0.0,9,11,潜力用户
119377973陕西省,999.0,0.0,13,11,潜力用户
119377973青海省,999.0,0.0,8,11,潜力用户
119377973香港特别行政区,999.0,0.0,8,11,潜力用户
119377973黑龙江省,24.0,1.0,11,15,高价值用户
119732530云南省,999.0,0.0,2,8,新用户
119732530内蒙古自治区,999.0,0.0,2,8,新用户
119732530北京市,999.0,0.0,1,7,新用户
119732530台湾省,999.0,0.0,1,7,新用户
119732530四川省,999.0,0.0,2,8,新用户
119732530天津市,999.0,0.0,1,7,新用户
119732530宁夏回族自治区,999.0,0.0,1,7,新用户
119732530安徽省,999.0,0.0,1,7,新用户
119732530山东省,999.0,0.0,1,7,新用户
119732530山西省,999.0,0.0,2,8,新用户
119732530广东省,999.0,0.0,2,8,新用户
119732530广西壮族自治区,999.0,0.0,2,8,新用户
119732530新疆维吾尔自治区,999.0,0.0,1,7,新用户
119732530江苏省,999.0,0.0,3,9,新用户
119732530河北省,999.0,0.0,2,8,新用户
119732530浙江省,999.0,0.0,3,9,新用户
119732530湖南省,999.0,0.0,2,8,新用户
119732530澳门特别行政区,999.0,0.0,3,9,新用户
119732530甘肃省,999.0,0.0,1,7,新用户
119732530福建省,999.0,0.0,2,8,新用户
119732530西藏自治区,999.0,0.0,1,7,新用户
119732530重庆市,999.0,0.0,1,7,新用户
119732530青海省,999.0,0.0,3,9,新用户
119732530香港特别行政区,999.0,0.0,1,7,新用户
119949716上海市,999.0,0.0,4,9,新用户
119949716内蒙古自治区,999.0,0.0,2,8,新用户
119949716台湾省,999.0,0.0,3,9,新用户
119949716吉林省,999.0,0.0,3,9,新用户
119949716四川省,999.0,0.0,1,7,新用户
119949716天津市,999.0,0.0,1,7,新用户
119949716安徽省,999.0,0.0,1,7,新用户
119949716山东省,999.0,0.0,4,9,新用户
119949716山西省,999.0,0.0,2,8,新用户
119949716广东省,999.0,0.0,1,7,新用户
119949716广西壮族自治区,999.0,0.0,3,9,新用户
119949716新疆维吾尔自治区,999.0,0.0,1,7,新用户
119949716江西省,999.0,0.0,1,7,新用户
119949716河北省,999.0,0.0,1,7,新用户
119949716浙江省,999.0,0.0,1,7,新用户
119949716海南省,999.0,0.0,1,7,新用户
119949716湖北省,999.0,0.0,2,8,新用户
119949716澳门特别行政区,999.0,0.0,2,8,新用户
119949716甘肃省,999.0,0.0,2,8,新用户
119949716福建省,999.0,0.0,2,8,新用户
119949716辽宁省,999.0,0.0,4,9,新用户
119949716重庆市,999.0,0.0,3,9,新用户
119949716陕西省,999.0,0.0,1,7,新用户
119949716青海省,999.0,0.0,1,7,新用户
119949716香港特别行政区,999.0,0.0,3,9,新用户
119949716黑龙江省,999.0,0.0,1,7,新用户
120013837上海市,999.0,0.0,1,7,新用户
120013837云南省,999.0,0.0,4,9,新用户
120013837内蒙古自治区,999.0,0.0,2,8,新用户
120013837北京市,999.0,0.0,2,8,新用户
120013837台湾省,999.0,0.0,3,9,新用户
120013837吉林省,999.0,0.0,1,7,新用户
120013837四川省,999.0,0.0,3,9,新用户
120013837天津市,999.0,0.0,2,8,新用户
120013837宁夏回族自治区,999.0,0.0,1,7,新用户
120013837安徽省,999.0,0.0,8,11,潜力用户
120013837山东省,999.0,0.0,2,8,新用户
120013837山西省,999.0,0.0,2,8,新用户
120013837广东省,999.0,0.0,3,9,新用户
120013837广西壮族自治区,999.0,0.0,2,8,新用户
120013837新疆维吾尔自治区,999.0,0.0,1,7,新用户
120013837江苏省,999.0,0.0,1,7,新用户
120013837江西省,999.0,0.0,4,9,新用户
120013837河北省,999.0,0.0,2,8,新用户
120013837河南省,999.0,0.0,3,9,新用户
120013837浙江省,999.0,0.0,1,7,新用户
120013837海南省,999.0,0.0,1,7,新用户
120013837湖北省,999.0,0.0,1,7,新用户
120013837湖南省,999.0,0.0,2,8,新用户
120013837澳门特别行政区,999.0,0.0,3,9,新用户
120013837甘肃省,999.0,0.0,3,9,新用户
120013837福建省,999.0,0.0,2,8,新用户
120013837西藏自治区,999.0,0.0,4,9,新用户
120013837贵州省,999.0,0.0,1,7,新用户
120013837辽宁省,999.0,0.0,2,8,新用户
120013837重庆市,999.0,0.0,1,7,新用户
120013837陕西省,999.0,0.0,3,9,新用户
120013837青海省,999.0,0.0,2,8,新用户
120013837香港特别行政区,999.0,0.0,3,9,新用户
120013837黑龙江省,999.0,0.0,1,7,新用户
120154530上海市,999.0,0.0,1,7,新用户
120154530云南省,999.0,0.0,1,7,新用户
120154530内蒙古自治区,999.0,0.0,2,8,新用户
120154530北京市,999.0,0.0,1,7,新用户
120154530吉林省,999.0,0.0,3,9,新用户
120154530四川省,999.0,0.0,2,8,新用户
120154530天津市,999.0,0.0,1,7,新用户
120154530宁夏回族自治区,999.0,0.0,2,8,新用户
120154530安徽省,999.0,0.0,5,10,潜力用户
120154530山西省,999.0,0.0,1,7,新用户
120154530广东省,999.0,0.0,4,9,新用户
120154530广西壮族自治区,999.0,0.0,1,7,新用户
120154530新疆维吾尔自治区,999.0,0.0,1,7,新用户
120154530江苏省,999.0,0.0,1,7,新用户
120154530江西省,999.0,0.0,2,8,新用户
120154530河北省,999.0,0.0,1,7,新用户
120154530河南省,999.0,0.0,1,7,新用户
120154530浙江省,999.0,0.0,1,7,新用户
120154530海南省,999.0,0.0,1,7,新用户
120154530湖南省,999.0,0.0,1,7,新用户
120154530澳门特别行政区,999.0,0.0,1,7,新用户
120154530甘肃省,999.0,0.0,1,7,新用户
120154530福建省,999.0,0.0,1,7,新用户
120154530西藏自治区,999.0,0.0,1,7,新用户
120154530贵州省,999.0,0.0,1,7,新用户
120154530辽宁省,999.0,0.0,1,7,新用户
120154530青海省,999.0,0.0,1,7,新用户
120154530黑龙江省,18.0,1.0,8,15,高价值用户
120698986云南省,999.0,0.0,3,9,新用户
120698986内蒙古自治区,999.0,0.0,2,8,新用户
120698986北京市,999.0,0.0,1,7,新用户
120698986台湾省,999.0,0.0,1,7,新用户
120698986吉林省,999.0,0.0,3,9,新用户
120698986四川省,999.0,0.0,1,7,新用户
120698986山东省,999.0,0.0,3,9,新用户
120698986山西省,999.0,0.0,1,7,新用户
120698986广东省,999.0,0.0,1,7,新用户
120698986广西壮族自治区,999.0,0.0,4,9,新用户
120698986江西省,999.0,0.0,3,9,新用户
120698986河北省,999.0,0.0,4,9,新用户
120698986河南省,999.0,0.0,3,9,新用户
120698986浙江省,999.0,0.0,2,8,新用户
120698986海南省,999.0,0.0,2,8,新用户
120698986湖南省,999.0,0.0,1,7,新用户
120698986澳门特别行政区,999.0,0.0,1,7,新用户
120698986甘肃省,999.0,0.0,1,7,新用户
120698986福建省,999.0,0.0,1,7,新用户
120698986贵州省,999.0,0.0,4,9,新用户
120698986陕西省,999.0,0.0,1,7,新用户
120698986青海省,999.0,0.0,3,9,新用户
120698986香港特别行政区,999.0,0.0,1,7,新用户
120698986黑龙江省,999.0,0.0,1,7,新用户
121006999上海市,999.0,0.0,2,8,新用户
121006999云南省,999.0,0.0,2,8,新用户
121006999内蒙古自治区,999.0,0.0,3,9,新用户
121006999北京市,999.0,0.0,1,7,新用户
121006999台湾省,999.0,0.0,2,8,新用户
121006999吉林省,999.0,0.0,4,9,新用户
121006999四川省,999.0,0.0,2,8,新用户
121006999天津市,999.0,0.0,1,7,新用户
121006999宁夏回族自治区,999.0,0.0,1,7,新用户
121006999安徽省,999.0,0.0,4,9,新用户
121006999山东省,999.0,0.0,3,9,新用户
121006999山西省,999.0,0.0,3,9,新用户
121006999广东省,999.0,0.0,1,7,新用户
121006999广西壮族自治区,999.0,0.0,1,7,新用户
121006999新疆维吾尔自治区,999.0,0.0,6,10,潜力用户
121006999江苏省,999.0,0.0,7,10,潜力用户
121006999江西省,999.0,0.0,3,9,新用户
121006999河北省,999.0,0.0,1,7,新用户
121006999河南省,999.0,0.0,3,9,新用户
121006999湖北省,999.0,0.0,2,8,新用户
121006999湖南省,999.0,0.0,4,9,新用户
121006999澳门特别行政区,23.0,1.0,6,14,高价值用户
121006999甘肃省,999.0,0.0,3,9,新用户
121006999福建省,999.0,0.0,1,7,新用户
121006999西藏自治区,999.0,0.0,7,10,潜力用户
121006999贵州省,999.0,0.0,3,9,新用户
121006999辽宁省,999.0,0.0,6,10,潜力用户
121006999重庆市,999.0,0.0,1,7,新用户
121006999陕西省,999.0,0.0,2,8,新用户
121006999青海省,999.0,0.0,2,8,新用户
121006999香港特别行政区,999.0,0.0,1,7,新用户
121006999黑龙江省,999.0,0.0,1,7,新用户
121058789上海市,999.0,0.0,1,7,新用户
121058789云南省,999.0,0.0,1,7,新用户
121058789内蒙古自治区,999.0,0.0,1,7,新用户
121058789北京市,999.0,0.0,1,7,新用户
121058789台湾省,999.0,0.0,2,8,新用户
121058789吉林省,999.0,0.0,1,7,新用户
121058789四川省,999.0,0.0,2,8,新用户
121058789天津市,999.0,0.0,1,7,新用户
121058789宁夏回族自治区,999.0,0.0,4,9,新用户
121058789山东省,999.0,0.0,1,7,新用户
121058789山西省,999.0,0.0,2,8,新用户
121058789广东省,999.0,0.0,5,10,潜力用户
121058789广西壮族自治区,999.0,0.0,3,9,新用户
121058789新疆维吾尔自治区,999.0,0.0,1,7,新用户
121058789江苏省,999.0,0.0,3,9,新用户
121058789江西省,999.0,0.0,1,7,新用户
121058789河北省,999.0,0.0,1,7,新用户
121058789河南省,999.0,0.0,3,9,新用户
121058789海南省,999.0,0.0,1,7,新用户
121058789湖北省,999.0,0.0,2,8,新用户
121058789湖南省,999.0,0.0,3,9,新用户
121058789澳门特别行政区,999.0,0.0,2,8,新用户
121058789甘肃省,999.0,0.0,3,9,新用户
121058789福建省,999.0,0.0,1,7,新用户
121058789西藏自治区,999.0,0.0,1,7,新用户
121058789贵州省,999.0,0.0,4,9,新用户
121058789辽宁省,999.0,0.0,2,8,新用户
121058789重庆市,999.0,0.0,1,7,新用户
121058789陕西省,999.0,0.0,1,7,新用户
121058789青海省,999.0,0.0,3,9,新用户
121058789香港特别行政区,999.0,0.0,2,8,新用户
121058789黑龙江省,999.0,0.0,2,8,新用户
12262752上海市,999.0,0.0,1,7,新用户
12262752云南省,999.0,0.0,2,8,新用户
12262752内蒙古自治区,999.0,0.0,2,8,新用户
12262752北京市,999.0,0.0,5,10,潜力用户
12262752台湾省,999.0,0.0,2,8,新用户
12262752吉林省,999.0,0.0,2,8,新用户
12262752四川省,999.0,0.0,2,8,新用户
12262752天津市,999.0,0.0,2,8,新用户
12262752宁夏回族自治区,999.0,0.0,1,7,新用户
12262752安徽省,999.0,0.0,1,7,新用户
12262752山东省,999.0,0.0,1,7,新用户
12262752山西省,999.0,0.0,3,9,新用户
12262752广东省,999.0,0.0,1,7,新用户
12262752广西壮族自治区,999.0,0.0,5,10,潜力用户
12262752新疆维吾尔自治区,999.0,0.0,2,8,新用户
12262752江苏省,999.0,0.0,5,10,潜力用户
12262752江西省,999.0,0.0,6,10,潜力用户
12262752河北省,999.0,0.0,5,10,潜力用户
12262752河南省,999.0,0.0,5,10,潜力用户
12262752浙江省,999.0,0.0,2,8,新用户
12262752海南省,999.0,0.0,7,10,潜力用户
12262752湖北省,999.0,0.0,3,9,新用户
12262752湖南省,999.0,0.0,5,10,潜力用户
12262752澳门特别行政区,999.0,0.0,3,9,新用户
12262752福建省,999.0,0.0,2,8,新用户
12262752西藏自治区,999.0,0.0,2,8,新用户
12262752贵州省,999.0,0.0,3,9,新用户
12262752辽宁省,999.0,0.0,2,8,新用户
12262752重庆市,999.0,0.0,1,7,新用户
12262752陕西省,999.0,0.0,1,7,新用户
12262752青海省,999.0,0.0,3,9,新用户
12262752香港特别行政区,999.0,0.0,1,7,新用户
12262752黑龙江省,999.0,0.0,1,7,新用户
123006863上海市,999.0,0.0,6,10,潜力用户
123006863云南省,999.0,0.0,8,11,潜力用户
123006863内蒙古自治区,999.0,0.0,5,10,潜力用户
123006863北京市,999.0,0.0,13,11,潜力用户
123006863台湾省,24.0,1.0,16,15,高价值用户
123006863吉林省,999.0,0.0,3,9,新用户
123006863四川省,999.0,0.0,7,10,潜力用户
123006863天津市,999.0,0.0,3,9,新用户
123006863宁夏回族自治区,999.0,0.0,6,10,潜力用户
123006863安徽省,999.0,0.0,4,9,新用户
123006863山东省,999.0,0.0,5,10,潜力用户
123006863山西省,999.0,0.0,10,11,潜力用户
123006863广东省,24.0,1.0,13,15,高价值用户
123006863广西壮族自治区,999.0,0.0,11,11,潜力用户
123006863新疆维吾尔自治区,999.0,0.0,8,11,潜力用户
123006863江苏省,999.0,0.0,6,10,潜力用户
123006863江西省,999.0,0.0,7,10,潜力用户
123006863河北省,999.0,0.0,12,11,潜力用户
123006863河南省,999.0,0.0,7,10,潜力用户
123006863浙江省,999.0,0.0,8,11,潜力用户
123006863海南省,999.0,0.0,8,11,潜力用户
123006863湖北省,999.0,0.0,2,8,新用户
123006863湖南省,999.0,0.0,11,11,潜力用户
123006863澳门特别行政区,999.0,0.0,15,11,潜力用户
123006863甘肃省,999.0,0.0,3,9,新用户
123006863福建省,999.0,0.0,11,11,潜力用户
123006863西藏自治区,24.0,1.0,11,15,高价值用户
123006863贵州省,999.0,0.0,8,11,潜力用户
123006863辽宁省,17.0,1.0,23,15,高价值用户
123006863重庆市,25.0,1.0,17,15,高价值用户
123006863陕西省,999.0,0.0,2,8,新用户
123006863青海省,999.0,0.0,5,10,潜力用户
123006863香港特别行政区,999.0,0.0,4,9,新用户
123006863黑龙江省,999.0,0.0,13,11,潜力用户
123118241上海市,999.0,0.0,2,8,新用户
123118241云南省,999.0,0.0,1,7,新用户
123118241北京市,999.0,0.0,1,7,新用户
123118241台湾省,999.0,0.0,1,7,新用户
123118241天津市,999.0,0.0,2,8,新用户
123118241山西省,999.0,0.0,2,8,新用户
123118241广西壮族自治区,999.0,0.0,1,7,新用户
123118241新疆维吾尔自治区,999.0,0.0,1,7,新用户
123118241江西省,999.0,0.0,3,9,新用户
123118241河北省,999.0,0.0,1,7,新用户
123118241河南省,999.0,0.0,1,7,新用户
123118241海南省,999.0,0.0,1,7,新用户
123118241湖北省,999.0,0.0,1,7,新用户
123118241澳门特别行政区,999.0,0.0,1,7,新用户
123118241甘肃省,999.0,0.0,2,8,新用户
123118241福建省,999.0,0.0,2,8,新用户
123118241西藏自治区,999.0,0.0,1,7,新用户
123118241贵州省,999.0,0.0,1,7,新用户
123118241辽宁省,999.0,0.0,1,7,新用户
123118241重庆市,999.0,0.0,2,8,新用户
123118241陕西省,999.0,0.0,1,7,新用户
123118241青海省,999.0,0.0,2,8,新用户
123118241香港特别行政区,999.0,0.0,2,8,新用户
123237592上海市,999.0,0.0,5,10,潜力用户
123237592云南省,999.0,0.0,4,9,新用户
123237592内蒙古自治区,999.0,0.0,3,9,新用户
123237592北京市,999.0,0.0,6,10,潜力用户
123237592台湾省,24.0,1.0,9,15,高价值用户
123237592吉林省,999.0,0.0,5,10,潜力用户
123237592四川省,999.0,0.0,10,11,潜力用户
123237592天津市,999.0,0.0,6,10,潜力用户
123237592宁夏回族自治区,999.0,0.0,7,10,潜力用户
123237592安徽省,999.0,0.0,3,9,新用户
123237592山东省,999.0,0.0,8,11,潜力用户
123237592山西省,999.0,0.0,4,9,新用户
123237592广东省,999.0,0.0,7,10,潜力用户
123237592广西壮族自治区,999.0,0.0,4,9,新用户
123237592新疆维吾尔自治区,999.0,0.0,2,8,新用户
123237592江苏省,999.0,0.0,4,9,新用户
123237592江西省,999.0,0.0,3,9,新用户
123237592河北省,999.0,0.0,4,9,新用户
123237592河南省,999.0,0.0,9,11,潜力用户
123237592浙江省,999.0,0.0,9,11,潜力用户
123237592海南省,999.0,0.0,2,8,新用户
123237592湖北省,999.0,0.0,4,9,新用户
123237592湖南省,999.0,0.0,5,10,潜力用户
123237592澳门特别行政区,999.0,0.0,11,11,潜力用户
123237592甘肃省,999.0,0.0,4,9,新用户
123237592福建省,999.0,0.0,2,8,新用户
123237592西藏自治区,999.0,0.0,2,8,新用户
123237592贵州省,999.0,0.0,1,7,新用户
123237592辽宁省,999.0,0.0,10,11,潜力用户
123237592重庆市,999.0,0.0,4,9,新用户
123237592陕西省,999.0,0.0,2,8,新用户
123237592青海省,999.0,0.0,16,11,潜力用户
123237592香港特别行政区,999.0,0.0,6,10,潜力用户
123237592黑龙江省,999.0,0.0,6,10,潜力用户
124016530上海市,999.0,0.0,1,7,新用户
124016530云南省,999.0,0.0,5,10,潜力用户
124016530内蒙古自治区,999.0,0.0,7,10,潜力用户
124016530北京市,999.0,0.0,3,9,新用户
124016530台湾省,999.0,0.0,3,9,新用户
124016530吉林省,999.0,0.0,3,9,新用户
124016530四川省,999.0,0.0,2,8,新用户
124016530天津市,999.0,0.0,3,9,新用户
124016530宁夏回族自治区,999.0,0.0,1,7,新用户
124016530安徽省,999.0,0.0,2,8,新用户
124016530山东省,999.0,0.0,3,9,新用户
124016530山西省,999.0,0.0,1,7,新用户
124016530广东省,999.0,0.0,3,9,新用户
124016530广西壮族自治区,999.0,0.0,4,9,新用户
124016530新疆维吾尔自治区,999.0,0.0,5,10,潜力用户
124016530江苏省,999.0,0.0,2,8,新用户
124016530江西省,999.0,0.0,2,8,新用户
124016530河北省,999.0,0.0,2,8,新用户
124016530河南省,999.0,0.0,2,8,新用户
124016530浙江省,999.0,0.0,1,7,新用户
124016530海南省,999.0,0.0,4,9,新用户
124016530湖南省,999.0,0.0,4,9,新用户
124016530澳门特别行政区,999.0,0.0,3,9,新用户
124016530甘肃省,999.0,0.0,4,9,新用户
124016530福建省,999.0,0.0,1,7,新用户
124016530西藏自治区,999.0,0.0,2,8,新用户
124016530贵州省,999.0,0.0,4,9,新用户
124016530辽宁省,999.0,0.0,2,8,新用户
124016530陕西省,999.0,0.0,4,9,新用户
124016530青海省,999.0,0.0,3,9,新用户
124016530香港特别行政区,999.0,0.0,3,9,新用户
124016530黑龙江省,999.0,0.0,4,9,新用户
12428085上海市,999.0,0.0,10,11,潜力用户
12428085云南省,999.0,0.0,11,11,潜力用户
12428085内蒙古自治区,999.0,0.0,8,11,潜力用户
12428085北京市,999.0,0.0,11,11,潜力用户
12428085台湾省,999.0,0.0,10,11,潜力用户
12428085吉林省,999.0,0.0,12,11,潜力用户
12428085四川省,999.0,0.0,3,9,新用户
12428085天津市,999.0,0.0,9,11,潜力用户
12428085宁夏回族自治区,999.0,0.0,11,11,潜力用户
12428085安徽省,999.0,0.0,8,11,潜力用户
12428085山东省,999.0,0.0,8,11,潜力用户
12428085山西省,999.0,0.0,8,11,潜力用户
12428085广东省,999.0,0.0,6,10,潜力用户
12428085广西壮族自治区,999.0,0.0,11,11,潜力用户
12428085新疆维吾尔自治区,999.0,0.0,5,10,潜力用户
12428085江苏省,999.0,0.0,7,10,潜力用户
12428085江西省,999.0,0.0,12,11,潜力用户
12428085河北省,999.0,0.0,11,11,潜力用户
12428085河南省,6.0,1.0,13,15,高价值用户
12428085浙江省,999.0,0.0,6,10,潜力用户
12428085海南省,999.0,0.0,12,11,潜力用户
12428085湖北省,999.0,0.0,7,10,潜力用户
12428085湖南省,999.0,0.0,8,11,潜力用户
12428085澳门特别行政区,999.0,0.0,2,8,新用户
12428085甘肃省,999.0,0.0,12,11,潜力用户
12428085福建省,999.0,0.0,7,10,潜力用户
12428085西藏自治区,999.0,0.0,11,11,潜力用户
12428085贵州省,999.0,0.0,10,11,潜力用户
12428085辽宁省,999.0,0.0,17,11,潜力用户
12428085重庆市,999.0,0.0,8,11,潜力用户
12428085陕西省,999.0,0.0,11,11,潜力用户
12428085青海省,999.0,0.0,13,11,潜力用户
12428085香港特别行政区,999.0,0.0,9,11,潜力用户
12428085黑龙江省,999.0,0.0,3,9,新用户
124546232上海市,999.0,0.0,2,8,新用户
124546232云南省,999.0,0.0,1,7,新用户
124546232北京市,999.0,0.0,2,8,新用户
124546232台湾省,999.0,0.0,1,7,新用户
124546232吉林省,999.0,0.0,3,9,新用户
124546232四川省,999.0,0.0,4,9,新用户
124546232天津市,8.0,1.0,5,14,高价值用户
124546232安徽省,18.0,1.0,6,14,高价值用户
124546232山西省,999.0,0.0,2,8,新用户
124546232广东省,999.0,0.0,1,7,新用户
124546232广西壮族自治区,999.0,0.0,1,7,新用户
124546232新疆维吾尔自治区,999.0,0.0,1,7,新用户
124546232江苏省,999.0,0.0,1,7,新用户
124546232江西省,999.0,0.0,2,8,新用户
